Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11978,mcfarlane's evil prophecy,PS2,,action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11979,emergency 2012,PC,2010.0,simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07
11980,haikyuu!! tsunage! itadaki no keshiki!!,3DS,2014.0,adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11982,john madden football,SNES,1991.0,sports,Imagineer,0.0,0.0,0.07,0.0,0.07
11983,aero gauge,N64,1997.0,racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07
11984,battlezone: rise of the black dogs,N64,2000.0,strategy,Crave Entertainment,0.06,0.01,0.0,0.0,0.07
11985,caesars palace advance: millennium gold edition,GBA,2001.0,misc,Majesco Entertainment,0.05,0.02,0.0,0.0,0.07
11986,shadowgate 64: trials of the four towers,N64,1999.0,adventure,Kemco,0.06,0.01,0.0,0.0,0.07
11987,teenage mutant ninja turtles: tournament fighters,NES,1992.0,fighting,Konami Digital Entertainment,0.04,0.01,0.02,0.0,0.07
11988,super robot spirits,N64,1998.0,fighting,Banpresto,0.0,0.0,0.04,0.03,0.07
11989,mia hamm soccer 64,N64,2000.0,sports,THQ,0.06,0.01,0.0,0.0,0.07
11992,gunparade orchestra: shiro no shou,PS2,2006.0,adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11993,hearts of iron iii,PC,2009.0,strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07
11994,zettai zetsumei toshi 3: kowareyuku machi to kanojyo no uta,PSP,2009.0,action,Irem Software Engineering,0.0,0.0,0.07,0.0,0.07
11996,crime lab: body of evidence,DS,2010.0,adventure,City Interactive,0.05,0.01,0.0,0.0,0.07
11997,ant nation,DS,2009.0,simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07
12000,super robot taisen og saga: masou kishin iii - pride of justice,PS3,2013.0,strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12001,the sims 2: seasons,PC,2007.0,simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07
12008,let's ride! dreamer,GBA,2005.0,adventure,DTP Entertainment,0.05,0.02,0.0,0.0,0.07
12009,tecmo's deception,PS,1996.0,role-playing,Sunsoft,0.04,0.03,0.0,0.0,0.07
12010,reader rabbit 1st grade,WII,2010.0,misc,Graffiti,0.07,0.0,0.0,0.0,0.07
12011,anubis ii,WII,2007.0,platform,Metro 3D,0.06,0.0,0.0,0.0,0.07
12012,point blank ds (jp sales),DS,2006.0,shooter,Atari,0.0,0.0,0.07,0.0,0.07
12015,g-saviour,PS2,2000.0,action,Sunrise Interactive,0.0,0.0,0.07,0.0,0.07
12016,gintama ds: yorozuya daisoudou,DS,2006.0,action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12017,drake of the 99 dragons,XB,,shooter,Unknown,0.05,0.01,0.0,0.0,0.07
12018,heavenly guardian,WII,2007.0,shooter,505 Games,0.06,0.0,0.0,0.0,0.07
12019,cut the rope,3DS,2014.0,puzzle,Activision,0.06,0.0,0.0,0.01,0.07
12020,crayon shin-chan: obaka daininden - susume! kasukabe ninja tai!,DS,2010.0,action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12021,crimson sea 2,PS2,2004.0,action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
12023,pizza delivery boy,WII,2010.0,simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12024,doraemon: nobita to himitsu dougu hakubutsukan,3DS,2013.0,action,FuRyu,0.0,0.0,0.07,0.0,0.07
12025,higurashi no nakukoru ni kizuna: dai-ichi-kan - tatari,DS,2008.0,adventure,Alchemist,0.0,0.0,0.07,0.0,0.07
12026,ia/vt colorful,PSV,2015.0,misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07
12028,operation: vietnam,DS,2007.0,shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12029,alpha and omega,DS,2010.0,action,Unknown,0.06,0.0,0.0,0.0,0.07
12030,port royale 3,PS3,,simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07
12031,raystorm,PS,1997.0,shooter,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
12033,jake power: handyman,DS,2008.0,adventure,Ubisoft,0.06,0.0,0.0,0.0,0.07
12034,my dress-up,DS,2008.0,misc,Oxygen Interactive,0.06,0.01,0.0,0.01,0.07
12035,circuit breakers,PS,1998.0,racing,Mindscape,0.04,0.03,0.0,0.0,0.07
12036,trick ds-han: kakushi kami no sumukan,DS,2010.0,misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
12038,colosseum: road to freedom,PS2,2005.0,role-playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
12040,target: terror,WII,2008.0,shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07
12042,crayon shin-chan: densetsu o yobu omake no to shukkugaan!,GBA,2006.0,action,Banpresto,0.0,0.0,0.07,0.0,0.07
12043,sprint cars: road to knoxville,PS2,2005.0,racing,THQ,0.03,0.03,0.0,0.01,0.07
12045,real time conflict: shogun empires,DS,2005.0,strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07
12046,dream dance & cheer,WII,2009.0,misc,Zoo Games,0.06,0.0,0.0,0.0,0.07
12047,silpheed: the lost planet,PS2,2000.0,shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07
12048,enemy front,PS3,2014.0,shooter,City Interactive,0.01,0.05,0.0,0.01,0.07
12050,billy's boot camp: wii de enjoy diet!,WII,2011.0,sports,Rocket Company,0.0,0.0,0.07,0.0,0.07
12053,fantastic four,PS,1997.0,action,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.07
12054,higurashi no naku koro ni matsuri: kakera asobi,PS2,2007.0,adventure,Alchemist,0.0,0.0,0.07,0.0,0.07
12055,tournament of legends,WII,2010.0,fighting,Sega,0.04,0.02,0.0,0.01,0.07
12056,xbox live arcade unplugged volume 1,X360,2006.0,misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07
12057,river city ransom ex,GBA,2004.0,action,Atlus,0.05,0.02,0.0,0.0,0.07
12058,san goku shi taisen ten,DS,2008.0,strategy,Sega,0.0,0.0,0.07,0.0,0.07
12061,fairy tail: zelef kakusei,PSP,2012.0,action,Unknown,0.0,0.0,0.07,0.0,0.07
12062,strike point,PS,1996.0,simulation,Elite,0.04,0.03,0.0,0.0,0.07
12063,crazy taxi 2,DC,2001.0,racing,Sega,0.0,0.0,0.07,0.0,0.07
12065,tank! tank! tank!,WIIU,2012.0,action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07
12066,my horse & me: riding for gold,DS,2008.0,sports,Atari,0.05,0.01,0.0,0.01,0.07
12067,street fighter ii': special champion edition (jp weekly sales),GEN,1993.0,action,Capcom,0.0,0.0,0.07,0.0,0.07
12070,keroro rpg: kishi to musha to densetsu no kaizoku,DS,2010.0,role-playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12071,famicom mini: wrecking crew,GBA,2004.0,puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
12072,hoppechan: minna de odekake! waku waku hoppe land!!,3DS,2014.0,action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07
12074,suzumiya haruhi no gekidou,WII,2009.0,adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
12075,classic action: devilish,DS,2005.0,misc,505 Games,0.06,0.0,0.0,0.0,0.07
12076,jackass the game ds,DS,2008.0,action,Empire Interactive,0.06,0.0,0.0,0.01,0.07
12077,space hulk: vengeance of the blood angels,PS,1995.0,shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
12078,toy soldiers: war chest,PS4,2015.0,action,Ubisoft,0.06,0.0,0.0,0.01,0.07
12079,robot alchemic drive,PS2,2002.0,action,Enix Corporation,0.03,0.03,0.0,0.01,0.07
12080,motor toon grand prix (japan),PS,1994.0,racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07
12081,dino master: dig discover duel,DS,2005.0,strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12083,hikaru no go: heian gensou ibunroku,PS,2002.0,adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.07
12084,godzilla (2014),PS3,2014.0,action,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
12085,dynasty warriors ds: fighter's battle,DS,2007.0,action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07
12087,overblood 2,PS,1998.0,action,Evolution Games,0.0,0.0,0.06,0.0,0.07
12088,fighter maker 2,PS2,2002.0,fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07
12089,lifeline,PS2,2003.0,adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07
12090,dragon valor,PS,1999.0,role-playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
12091,judie no atelier: guramnat no renkinjutsushi,PS2,2002.0,role-playing,Gust,0.0,0.0,0.07,0.0,0.07
12095,firefighter f.d.18,PS2,2004.0,action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
12097,secret files: tunguska,WII,2008.0,adventure,Koch Media,0.05,0.02,0.0,0.01,0.07
12098,ds nishimura kyotaro suspense 2 shin tantei series: kanazawa hakodate - gokkan no kyoukoku - fukushuu no kage,DS,2008.0,adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
12101,family trainer: treasure adventure,WII,2010.0,sports,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
12103,power pro gb,GB,1998.0,sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
12104,sudoku fever,GBA,2006.0,puzzle,Take-Two Interactive,0.05,0.02,0.0,0.0,0.07
12105,grand ages: medieval,PS4,2015.0,strategy,Kalypso Media,0.0,0.05,0.01,0.01,0.07
12106,the putter golf,PS,2001.0,sports,D3Publisher,0.04,0.03,0.0,0.0,0.07
12107,monster high: new ghoul in school,PS3,2015.0,action,Little Orbit,0.0,0.06,0.0,0.01,0.07
12109,super real mahjong graffiti,SAT,1995.0,misc,Seta Corporation,0.0,0.0,0.07,0.0,0.07
12111,ninja warriors,SNES,1993.0,action,Titus,0.0,0.0,0.07,0.0,0.07
12113,zettai onkan otoda master,DS,2007.0,role-playing,Hudson Soft,0.0,0.0,0.07,0.0,0.07
12114,basketball hall of fame ultimate hoops challenge,WII,2010.0,sports,Zoo Games,0.06,0.0,0.0,0.0,0.07
12115,dragoneer's aria,PSP,2007.0,role-playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07
12116,tigershark,PS,1997.0,simulation,GT Interactive,0.04,0.03,0.0,0.0,0.07
12117,lost heroes 2,3DS,2015.0,action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12118,norse by norsewest: the return of the lost vikings,PS,1997.0,action,Interplay,0.04,0.03,0.0,0.0,0.07
12120,n+,DS,2007.0,platform,Atari,0.06,0.0,0.0,0.0,0.07
12122,obscure,PS2,2004.0,adventure,Microids,0.03,0.03,0.0,0.01,0.07
12123,katekyoo hitman reborn! ds: fate of heat - hono no unmei,DS,2008.0,role-playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07
12124,shin lucky * star: moe drill ~tabidachi~,DS,2007.0,action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
12127,defcon 5,PS,1995.0,shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07
12128,lost in blue 2,DS,2007.0,adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07
12129,build-a-bear workshop: friendship valley,WII,,misc,Unknown,0.06,0.0,0.0,0.0,0.07
12130,secret service: ultimate sacrifice,PS2,2008.0,action,Activision,0.03,0.03,0.0,0.01,0.07
12131,alex rider: stormbreaker,DS,,action,THQ,0.06,0.0,0.0,0.0,0.07
12132,deep labyrinth,DS,2006.0,action,505 Games,0.06,0.0,0.0,0.0,0.07
12133,tropix,DS,2008.0,puzzle,Capcom,0.06,0.0,0.0,0.0,0.07
12134,nichibeikan pro yakyuu: final league,PS2,2002.0,sports,SquareSoft,0.0,0.0,0.07,0.0,0.07
12136,hammerin' hero,PSP,2008.0,action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07
12137,yoostar on mtv,X360,,misc,Unknown,0.06,0.0,0.0,0.0,0.07
12139,god hand,PS2,2006.0,action,Capcom,0.0,0.0,0.07,0.0,0.07
12140,shin chan: las nuevas aventuras para wii!,WII,2006.0,action,505 Games,0.0,0.0,0.07,0.0,0.07
12145,fatal fury: battle archives volume 2,PS2,2007.0,fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07
12147,transformer: rise of the dark spark (3ds),3DS,2014.0,role-playing,Activision,0.05,0.01,0.0,0.01,0.07
12148,freddi fish: kelp seed mystery,WII,2008.0,adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12149,ragnarok: hikari to yami no koujo,PSP,2011.0,role-playing,GungHo,0.02,0.0,0.05,0.0,0.07
12151,redcard 20-03,PS2,2002.0,sports,Midway Games,0.03,0.03,0.0,0.01,0.07
12153,imagine: gymnast,DS,2008.0,simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07
12154,kanji sonomama ds rakubiki jiten,DS,2006.0,misc,Nintendo,0.0,0.0,0.07,0.0,0.07
12155,future tactics: the uprising,PS2,2004.0,strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07
12157,cities xl 2012,PC,2011.0,strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07
12159,evergirl,GBA,2005.0,adventure,THQ,0.05,0.02,0.0,0.0,0.07
12160,heroes phantasia,PSP,2012.0,role-playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12161,prince of persia: the fallen king,DS,2008.0,action,Ubisoft,0.06,0.01,0.0,0.01,0.07
12162,jewels of the ages,DS,2011.0,puzzle,City Interactive,0.03,0.03,0.0,0.01,0.07
12163,the book of unwritten tales 2,PS4,2015.0,adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07
12165,chuugaku eitango target 1800 ds,DS,2006.0,misc,IE Institute,0.0,0.0,0.07,0.0,0.07
12166,future card buddy fight: yuujou no bakunetsu fight,3DS,2015.0,action,FuRyu,0.0,0.0,0.07,0.0,0.07
12167,world racing,XB,2003.0,racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07
12169,penguins of madagascar,3DS,2014.0,action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07
12170,disney's party,GBA,2003.0,misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07
12173,dreamer series: pop star,DS,2009.0,misc,Tivola,0.04,0.02,0.0,0.01,0.07
12174,card games,PS,2000.0,misc,D3Publisher,0.04,0.03,0.0,0.0,0.07
12175,my amusement park,DS,2010.0,misc,Scholastic Inc.,0.06,0.0,0.0,0.0,0.07
12176,mega man: battle & chase,PS,1997.0,racing,Capcom,0.0,0.0,0.06,0.0,0.07
12177,winning post 7 2010,PS3,2010.0,sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
12178,r-type command,PSP,2007.0,strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07
12179,age of empires iii: the asian dynasties,PC,2007.0,strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07
12180,destrega,PS,1998.0,fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
12181,dungeon maker ii: the hidden war,PSP,2007.0,role-playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07
12182,the final round,PS,1996.0,sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07
12183,nobunaga no yabou: tendou with power-up kit,PS3,2011.0,strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
12185,maplus: portable navi,PSP,2006.0,misc,Edia,0.0,0.0,0.07,0.0,0.07
12187,brain quest: grades 3 & 4,DS,2008.0,misc,Electronic Arts,0.06,0.0,0.0,0.01,0.07
12188,petz: hamsterz bunch,PSP,2009.0,simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07
12189,the king of fighters 02/03,PS2,2005.0,fighting,SNK,0.03,0.03,0.0,0.01,0.07
12190,kamen rider: dragon knight,WII,2009.0,fighting,D3Publisher,0.06,0.0,0.0,0.0,0.07
12192,centipede / breakout / warlords,GBA,2005.0,misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
12193,lucian bee's: justice yellow / evil violet,PS2,2010.0,adventure,5pb,0.0,0.0,0.07,0.0,0.07
12196,armored core: nine breaker,PS2,2004.0,simulation,505 Games,0.03,0.03,0.0,0.01,0.07
12197,doraemon: nobita no shin makai daibouken ds,DS,2007.0,role-playing,Sega,0.0,0.0,0.07,0.0,0.07
12199,fairy fencer f: advent dark force,PS4,2015.0,role-playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07
12202,fantasy aquarium world,WII,2009.0,simulation,Destineer,0.06,0.0,0.0,0.0,0.07
12203,monster tale,DS,2011.0,platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12204,tokobot,PSP,2005.0,platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
12206,gambler densetsu tetsuya,PS2,2001.0,adventure,Athena,0.0,0.0,0.07,0.0,0.07
12207,the guided fate paradox,PS3,2013.0,role-playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07
12208,bleach: hanatareshi yabou,PS2,2006.0,role-playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
12210,cold stone creamery: scoop it up,WII,2009.0,misc,Zoo Games,0.06,0.0,0.0,0.0,0.07
12211,yoake yori ruriiro na: brighter than dawning blue,PS2,2006.0,adventure,Aria,0.0,0.0,0.07,0.0,0.07
12212,pandemonium 2,PS,1997.0,platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07
12213,motorstorm rc,PSV,2012.0,racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07
12215,fallout: brotherhood of steel,PS2,2004.0,role-playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07
12216,touch 'n' play collection,DS,2010.0,misc,O-Games,0.04,0.02,0.0,0.01,0.07
12217,mayhem 3d,X360,2011.0,racing,Evolved Games,0.06,0.0,0.0,0.0,0.07
12219,parlor! mini 2,SNES,1996.0,misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07
12220,gundam try age sp,3DS,2014.0,strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12221,top gun,PS3,2011.0,simulation,505 Games,0.06,0.0,0.0,0.01,0.07
12222,gunstar super heroes,GBA,2005.0,shooter,Sega,0.05,0.02,0.0,0.0,0.07
12223,insecticide,DS,2008.0,action,Gamecock,0.06,0.0,0.0,0.0,0.07
12224,c: the contra adventure,PS,1998.0,shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07
12225,interactive storybook ds series 1,DS,2007.0,misc,Tommo,0.06,0.0,0.0,0.0,0.07
12226,frogger advance: the great quest,GBA,2002.0,action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07
12228,dream c club,X360,2009.0,simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07
12231,pocky & rocky with becky,GBA,2001.0,shooter,Altron,0.05,0.02,0.0,0.0,0.07
12232,full spectrum warrior: ten hammers,PS2,2006.0,strategy,THQ,0.03,0.02,0.0,0.01,0.07
12233,streets of rage 3,GEN,1993.0,action,Sega,0.0,0.0,0.07,0.0,0.07
12234,chocolatier,DS,2010.0,misc,Zoo Games,0.06,0.0,0.0,0.0,0.07
12235,cosmos chaos!,DS,2010.0,misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.07
12237,12-sai. honto no kimochi,3DS,2014.0,adventure,Happinet,0.0,0.0,0.07,0.0,0.07
12242,speed racer,PS,1996.0,racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07
12244,walt disney pictures presents enchanted,DS,2007.0,platform,Disney Interactive Studios,0.04,0.01,0.0,0.01,0.07
12245,cardfight!! vanguard: lock on victory!!,3DS,2014.0,misc,FuRyu,0.0,0.0,0.07,0.0,0.07
12246,jewel quest iv: heritage,DS,2011.0,puzzle,iWin,0.0,0.05,0.0,0.01,0.06
12248,hot wheels: burnin' rubber,GBA,2001.0,racing,THQ,0.05,0.02,0.0,0.0,0.06
12249,ojyousama express,PS,1998.0,strategy,Media Works,0.0,0.0,0.06,0.0,0.06
12250,jewel link chronicles: mountains of madness,DS,,puzzle,Avanquest,0.0,0.06,0.0,0.01,0.06
12251,chrysler classic racing,WII,2008.0,racing,Zoo Games,0.06,0.0,0.0,0.0,0.06
12252,wings of war,XB,2004.0,simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
12253,jam sessions 2,DS,2009.0,misc,Ubisoft,0.06,0.0,0.0,0.0,0.06
12254,orcs & elves,DS,2007.0,role-playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06
12256,rpg maker 3,PS2,2004.0,role-playing,Enterbrain,0.03,0.02,0.0,0.01,0.06
12258,motion explosion!,X360,2011.0,misc,505 Games,0.05,0.01,0.0,0.0,0.06
12259,genkai tokki monster monpiece,PSV,2013.0,strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06
12260,desert strike advance,GBA,2002.0,simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06
12261,kabuki warriors,XB,2001.0,action,Genki,0.05,0.01,0.0,0.0,0.06
12262,gradius collection,PSP,2006.0,shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06
12265,discworld,PS,1994.0,adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06
12267,escape from bug island,WII,2006.0,action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06
12270,elite forces: unit 77,DS,2009.0,strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06
12271,july,DC,1998.0,adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06
12272,espn winter x-games: snowboarding 2002,GBA,2000.0,sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06
12273,bleach: versus crusade,WII,2008.0,fighting,Sega,0.0,0.0,0.06,0.0,0.06
12274,kanon,DC,2000.0,adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06
12275,nanobreaker,PS2,2005.0,action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12277,my pet shop,DS,2008.0,simulation,Square Enix,0.06,0.0,0.0,0.0,0.06
12278,guitar freaks 3rdmix & drummania 2ndmix,PS2,2000.0,simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12279,miami vice: the game,PSP,2006.0,shooter,Activision,0.06,0.0,0.0,0.0,0.06
12282,broken sword 5: the serpent's curse,PS4,2015.0,adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06
12283,disney's magical quest 2 starring mickey and minnie,GBA,2003.0,action,Capcom,0.05,0.02,0.0,0.0,0.06
12285,western riding academy,DS,2010.0,simulation,Destineer,0.06,0.0,0.0,0.0,0.06
12286,my pet chimp,DS,2010.0,simulation,505 Games,0.06,0.0,0.0,0.0,0.06
12288,ikki tousen: xross impact,PSP,2010.0,action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06
12289,bullet girls,PSV,2014.0,action,D3Publisher,0.0,0.0,0.06,0.0,0.06
12290,paws & claws: marine rescue,DS,2011.0,simulation,THQ,0.06,0.0,0.0,0.0,0.06
12291,super mahjong 2: honkaku 4jin uchi,SNES,1993.0,misc,Imax,0.0,0.0,0.06,0.0,0.06
12292,xgra: extreme g racing association,PS2,2003.0,racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06
12294,mitsukete! keroro gunsou: machigai sagashi daisakusen de arimasu!,DS,2007.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12295,pop'n music portable 2,PSP,2011.0,misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12297,smart boy's toys club,DS,2008.0,misc,505 Games,0.06,0.0,0.0,0.0,0.06
12298,ys vs. sora no kiseki: alternative saga,PSP,2010.0,fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06
12299,naruto: ultimate ninja heroes (jp sales),PSP,2006.0,fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12300,max & the magic marker,DS,2011.0,platform,Unknown,0.0,0.06,0.0,0.0,0.06
12301,legend of the dragon,WII,2007.0,fighting,Game Factory,0.06,0.0,0.0,0.0,0.06
12302,akagawa jirou mystery: yasoukyoku - hon ni manekareta satsujin,DS,2008.0,adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06
12303,ray tracers,PS,1997.0,racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06
12304,monster madness: grave danger,PS3,2008.0,shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06
12305,sprung - a game where everyone scores,DS,2004.0,adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06
12306,hisshou pachinko*pachi-slot kouryaku series vol. 14: cr shinseiki evangelion: saigo no mono,PS2,2009.0,misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
12307,nicola kanshuu: model * oshare audition,DS,2010.0,misc,Alchemist,0.0,0.0,0.06,0.0,0.06
12309,kururin paradise,GBA,2002.0,puzzle,Unknown,0.0,0.0,0.06,0.0,0.06
12310,kiniro no corda 2,PS2,2007.0,role-playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12313,dynasty warriors vs,3DS,2012.0,action,Ackkstudios,0.0,0.0,0.06,0.0,0.06
12314,another code r: a journey into lost memories,WII,2009.0,adventure,Nintendo,0.0,0.03,0.03,0.0,0.06
12315,gallop racer 2004,PS2,2004.0,sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06
12316,rayman: hoodlum's revenge,GBA,2005.0,platform,Ubisoft,0.05,0.02,0.0,0.0,0.06
12317,sunrise eiyuutan r,PS2,2000.0,role-playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06
12318,mobile suit gundam seed: never ending tomorrow,PS2,2004.0,shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
12319,the book of unwritten tales: the critter chronicles,PC,2011.0,action,Crimson Cow,0.0,0.05,0.0,0.01,0.06
12320,octomania,WII,2007.0,puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06
12322,fishing master (jp sales),WII,2007.0,sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12323,zill o'll infinite plus,PSP,2009.0,role-playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12324,pawly pets: my vet practice,DS,2007.0,strategy,Ubisoft,0.0,0.06,0.0,0.01,0.06
12325,tonka rescue patrol,GC,2003.0,action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06
12326,gungriffon ii,SAT,1998.0,simulation,ESP,0.0,0.0,0.06,0.0,0.06
12327,crimson gem saga,PSP,2008.0,role-playing,Sega,0.06,0.0,0.0,0.0,0.06
12328,legend of kay,PS4,2015.0,action,Nordic Games,0.02,0.03,0.0,0.01,0.06
12329,order up!!,PS3,2011.0,action,Funbox Media,0.04,0.01,0.0,0.01,0.06
12330,steambot chronicles: battle tournament,PSP,2008.0,fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06
12332,spy fox in dry cereal,WII,2008.0,adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06
12335,killer instinct (2013),XONE,2013.0,fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06
12336,famicom mini: balloon fight,GBA,2004.0,action,Nintendo,0.0,0.0,0.06,0.0,0.06
12337,steins;gate: senkei kousoku no phonogram,PS3,2013.0,adventure,5pb,0.0,0.0,0.06,0.0,0.06
12338,seaman 2: peking genjin ikusei kit,PS2,2007.0,simulation,Sega,0.0,0.0,0.06,0.0,0.06
